created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-03-27T00:58:08-03:00,1433,24.26000,907.34003,2777,100.00000,,2656.00000,895.06238,,,,
2024-03-27T00:58:39-03:00,1434,24.26000,907.34003,2794,100.00000,,2657.00000,895.07825,,,,
2024-03-27T00:59:10-03:00,1435,24.26000,907.34998,2821,100.00000,,2659.00000,894.98395,,,,
2024-03-27T00:59:40-03:00,1436,24.26000,907.34003,2820,100.00000,,2661.00000,895.01575,,,,
2024-03-27T01:00:12-03:00,1437,24.26000,907.35999,2816,100.00000,,2661.00000,894.81226,,,,
2024-03-27T01:00:43-03:00,1438,24.26000,907.38000,2819,100.00000,,2661.00000,894.67078,,,,
2024-03-27T01:01:14-03:00,1439,24.25000,907.39001,2826,100.00000,,2656.00000,894.57593,,,,
2024-03-27T01:01:45-03:00,1440,24.26000,907.39001,2825,100.00000,,2655.00000,894.59235,,,,
2024-03-27T01:02:16-03:00,1441,24.26000,907.40002,2826,100.00000,,2659.00000,894.45197,,,,
2024-03-27T01:02:47-03:00,1442,24.26000,907.40997,2824,100.00000,,2659.00000,894.37360,,,,
2024-03-27T01:03:18-03:00,1443,24.26000,907.42999,2823,100.00000,,2657.00000,894.24854,,,,
2024-03-27T01:03:49-03:00,1444,24.26000,907.44000,2823,100.00000,,2649.00000,894.09174,,,,
2024-03-27T01:04:20-03:00,1445,24.26000,907.44000,2812,100.00000,,2654.00000,894.12354,,,,
2024-03-27T01:04:51-03:00,1446,24.26000,907.46002,2808,100.00000,,2653.00000,893.95081,,,,
2024-03-27T01:05:22-03:00,1447,24.26000,907.45001,2800,100.00000,,2659.00000,894.01276,,,,
2024-03-27T01:05:53-03:00,1448,24.25000,907.46002,2789,100.00000,,2659.00000,893.90253,,,,
2024-03-27T01:06:24-03:00,1449,24.26000,907.46997,2789,100.00000,,2656.00000,893.80933,,,,
2024-03-27T01:06:55-03:00,1450,24.26000,907.48999,2790,100.00000,,2655.00000,893.69965,,,,
2024-03-27T01:07:26-03:00,1451,24.26000,907.48999,2785,100.00000,,2659.00000,893.66840,,,,
2024-03-27T01:07:57-03:00,1452,24.25000,907.48999,2786,100.00000,,2655.00000,893.68372,,,,
2024-03-27T01:08:28-03:00,1453,24.26000,907.50000,2791,100.00000,,2653.00000,893.62122,,,,
2024-03-27T01:08:59-03:00,1454,24.26000,907.50000,2810,100.00000,,2655.00000,893.60535,,,,
2024-03-27T01:09:29-03:00,1455,24.26000,907.51001,2836,100.00000,,2653.00000,893.49677,,,,
2024-03-27T01:10:00-03:00,1456,24.26000,907.52002,2839,100.00000,,2656.00000,893.38654,,,,
2024-03-27T01:10:32-03:00,1457,24.26000,907.53003,2842,100.00000,,2652.00000,893.33936,,,,
2024-03-27T01:11:03-03:00,1458,24.26000,907.53003,2838,100.00000,,2654.00000,893.32458,,,,
2024-03-27T01:11:33-03:00,1459,24.26000,907.53003,2835,100.00000,,2657.00000,893.26099,,,,
2024-03-27T01:12:04-03:00,1460,24.26000,907.52002,2832,100.00000,,2655.00000,893.37177,,,,
2024-03-27T01:12:35-03:00,1461,24.26000,907.53998,2832,100.00000,,2662.00000,893.23029,,,,
2024-03-27T01:13:06-03:00,1462,24.26000,907.53998,2824,100.00000,,2657.00000,893.24561,,,,
2024-03-27T01:13:37-03:00,1463,24.26000,907.54999,2819,100.00000,,2659.00000,893.15295,,,,
